times,Daily_Rain,Units
3/15/2015 4:30,0,mm
3/15/2015 4:40,0,mm
3/15/2015 4:50,0,mm
3/15/2015 5:00,0,mm
3/15/2015 5:10,0,mm
3/15/2015 5:20,0,mm
3/15/2015 5:30,0,mm
3/15/2015 5:40,0,mm
3/15/2015 5:50,0,mm
3/15/2015 6:00,0,mm
3/15/2015 6:10,0,mm
3/15/2015 6:20,0,mm
3/15/2015 6:30,0,mm
3/15/2015 6:40,0,mm
3/15/2015 6:50,0,mm
3/15/2015 7:00,0,mm
3/15/2015 7:10,0,mm
3/15/2015 7:20,0,mm
3/15/2015 7:30,0,mm
3/15/2015 7:40,0,mm
3/15/2015 7:50,0,mm
3/15/2015 8:00,0,mm
3/15/2015 8:10,0,mm
3/15/2015 8:20,0,mm
3/15/2015 8:30,0,mm
3/15/2015 8:40,0,mm
3/15/2015 8:50,0,mm
3/15/2015 9:00,0,mm
3/15/2015 9:10,0,mm
3/15/2015 9:20,0,mm
3/15/2015 9:30,0,mm
3/15/2015 9:40,0,mm
3/15/2015 9:50,0,mm
3/15/2015 10:00,0,mm
3/15/2015 10:10,0,mm
3/15/2015 10:20,0,mm
3/15/2015 10:30,0,mm
3/15/2015 10:40,0,mm
3/15/2015 10:50,0,mm
3/15/2015 11:00,0,mm
3/15/2015 11:10,0,mm
3/15/2015 11:20,0,mm
3/15/2015 11:30,0,mm
3/15/2015 11:40,0,mm
3/15/2015 11:50,0,mm
3/15/2015 12:00,0,mm
3/15/2015 12:10,0,mm
3/15/2015 12:20,0,mm
3/15/2015 12:30,0,mm
3/15/2015 12:40,0,mm
3/15/2015 12:50,0,mm
3/15/2015 13:00,0,mm
3/15/2015 13:10,0,mm
3/15/2015 13:20,0,mm
3/15/2015 13:30,0,mm
3/15/2015 13:40,0,mm
3/15/2015 13:50,0,mm
3/15/2015 14:00,0,mm
3/15/2015 14:10,0,mm
3/15/2015 14:20,0,mm
3/15/2015 14:30,0,mm
3/15/2015 14:40,0,mm
3/15/2015 14:50,0,mm
3/15/2015 15:00,0,mm
3/15/2015 15:10,0,mm
3/15/2015 15:20,0,mm
3/15/2015 15:30,0,mm
3/15/2015 15:40,0,mm
3/15/2015 15:50,0,mm
3/15/2015 16:00,0,mm
3/15/2015 16:10,0,mm
3/15/2015 16:20,0,mm
3/15/2015 16:30,0,mm
3/15/2015 16:40,0,mm
3/15/2015 16:50,0,mm
3/15/2015 17:00,0,mm
3/15/2015 17:10,0,mm
3/15/2015 17:20,0,mm
3/15/2015 17:30,0,mm
3/15/2015 17:40,0,mm
3/15/2015 17:50,0,mm
3/15/2015 18:00,0,mm
3/15/2015 18:10,0,mm
3/15/2015 18:20,0,mm
3/15/2015 18:30,0,mm
3/15/2015 18:40,0,mm
3/15/2015 18:50,0,mm
3/15/2015 19:00,0,mm
3/15/2015 19:10,0,mm
3/15/2015 19:20,0,mm
3/15/2015 19:30,0,mm
3/15/2015 19:40,0,mm
3/15/2015 19:50,0,mm
3/15/2015 20:00,0,mm
3/15/2015 20:10,0,mm
3/15/2015 20:20,0,mm
3/15/2015 20:30,0,mm
3/15/2015 20:40,0,mm
3/15/2015 20:50,0,mm
3/15/2015 21:00,0,mm
3/15/2015 21:10,0,mm
3/15/2015 21:20,0,mm
3/15/2015 21:30,0,mm
3/15/2015 21:40,0,mm
3/15/2015 21:50,0,mm
3/15/2015 22:00,0,mm
3/15/2015 22:10,0,mm
3/15/2015 22:20,0,mm
3/15/2015 22:30,0,mm
3/15/2015 22:40,0,mm
3/15/2015 22:50,0,mm
3/15/2015 23:00,0,mm
3/15/2015 23:10,0,mm
3/15/2015 23:20,0,mm
3/15/2015 23:30,0,mm
3/15/2015 23:40,0,mm
3/15/2015 23:50,0,mm
3/16/2015 0:00,0,mm
3/16/2015 0:10,0,mm
3/16/2015 0:20,0,mm
3/16/2015 0:30,0,mm
3/16/2015 0:40,0,mm
3/16/2015 0:50,0,mm
3/16/2015 1:00,0,mm
3/16/2015 1:10,0,mm
3/16/2015 1:20,0,mm
3/16/2015 1:30,0,mm
3/16/2015 1:40,0,mm
3/16/2015 1:50,0,mm
3/16/2015 2:00,0,mm
3/16/2015 2:10,0,mm
3/16/2015 2:20,0,mm
3/16/2015 2:30,0,mm
3/16/2015 2:40,0,mm
3/16/2015 2:50,0,mm
3/16/2015 3:00,0,mm
3/16/2015 3:10,0,mm
3/16/2015 3:20,0,mm
3/16/2015 3:30,0,mm
3/16/2015 3:40,0,mm
3/16/2015 3:50,0,mm
3/16/2015 4:00,0,mm
3/16/2015 4:10,0,mm
3/16/2015 4:20,0,mm
3/16/2015 4:30,0,mm
3/16/2015 4:40,0,mm
3/16/2015 4:50,0,mm
3/16/2015 5:00,0,mm
3/16/2015 5:10,0,mm
3/16/2015 5:20,0,mm
3/16/2015 5:30,0,mm
3/16/2015 5:40,0,mm
3/16/2015 5:50,0,mm
3/16/2015 6:00,0,mm
3/16/2015 6:10,0,mm
3/16/2015 6:20,0,mm
3/16/2015 6:30,0,mm
3/16/2015 6:40,0,mm
3/16/2015 6:50,0,mm
3/16/2015 7:00,0,mm
3/16/2015 7:10,0,mm
3/16/2015 7:20,0,mm
3/16/2015 7:30,0,mm
3/16/2015 7:40,0,mm
3/16/2015 7:50,0,mm
3/16/2015 8:00,0,mm
3/16/2015 8:10,0,mm
3/16/2015 8:20,0,mm
3/16/2015 8:30,0,mm
3/16/2015 8:40,0,mm
3/16/2015 8:50,0,mm
3/16/2015 9:00,0,mm
3/16/2015 9:10,0,mm
3/16/2015 9:20,0,mm
3/16/2015 9:30,0,mm
3/16/2015 9:40,0,mm
3/16/2015 9:50,0,mm
3/16/2015 10:00,0,mm
3/16/2015 10:10,0,mm
3/16/2015 10:20,0,mm
3/16/2015 10:30,0,mm
3/16/2015 10:40,0,mm
3/16/2015 10:50,0,mm
3/16/2015 11:00,0,mm
3/16/2015 11:10,0,mm
3/16/2015 11:20,0,mm
3/16/2015 11:30,0,mm
3/16/2015 11:40,0,mm
3/16/2015 11:50,0,mm
3/16/2015 12:00,0,mm
3/16/2015 12:10,0,mm
3/16/2015 12:20,0,mm
3/16/2015 12:30,0,mm
3/16/2015 12:40,0,mm
3/16/2015 12:50,0,mm
3/16/2015 13:00,0,mm
3/16/2015 13:10,0,mm
3/16/2015 13:20,0,mm
3/16/2015 13:30,0,mm
3/16/2015 13:40,0,mm
3/16/2015 13:50,0,mm
3/16/2015 14:00,0,mm
3/16/2015 14:10,0,mm
3/16/2015 14:20,0,mm
3/16/2015 14:30,0,mm
3/16/2015 14:40,0,mm
3/16/2015 14:50,0,mm
3/16/2015 15:00,0,mm
3/16/2015 15:10,0,mm
3/16/2015 15:20,0,mm
3/16/2015 15:30,0,mm
3/16/2015 15:40,0,mm
3/16/2015 15:50,0,mm
3/16/2015 16:00,0,mm
3/16/2015 16:10,0,mm
3/16/2015 16:20,0,mm
3/16/2015 16:30,0,mm
3/16/2015 16:40,0,mm
3/16/2015 16:50,0,mm
3/16/2015 17:00,0,mm
3/16/2015 17:10,0,mm
3/16/2015 17:20,0,mm
3/16/2015 17:30,0,mm
3/16/2015 17:40,0,mm
3/16/2015 17:50,0,mm
3/16/2015 18:00,0,mm
3/16/2015 18:10,0,mm
3/16/2015 18:20,0,mm
3/16/2015 18:30,0,mm
3/16/2015 18:40,0,mm
3/16/2015 18:50,0,mm
3/16/2015 19:00,0,mm
3/16/2015 19:10,0,mm
3/16/2015 19:20,0,mm
3/16/2015 19:30,0,mm
3/16/2015 19:40,0,mm
3/16/2015 19:50,0,mm
3/16/2015 20:00,0,mm
3/16/2015 20:10,0,mm
3/16/2015 20:20,0,mm
3/16/2015 20:30,0,mm
3/16/2015 20:40,0,mm
3/16/2015 20:50,0,mm
3/16/2015 21:00,0,mm
3/16/2015 21:10,0,mm
3/16/2015 21:20,0,mm
3/16/2015 21:30,0,mm
3/16/2015 21:40,0,mm
3/16/2015 21:50,0,mm
3/16/2015 22:00,0,mm
3/16/2015 22:10,0,mm
3/16/2015 22:20,0,mm
3/16/2015 22:30,0,mm
3/16/2015 22:40,0,mm
3/16/2015 22:50,0,mm
3/16/2015 23:00,0,mm
3/16/2015 23:10,0,mm
3/16/2015 23:20,0,mm
3/16/2015 23:30,0,mm
3/16/2015 23:40,0,mm
3/16/2015 23:50,0,mm
3/17/2015 0:00,0,mm
3/17/2015 0:10,0,mm
3/17/2015 0:20,0,mm
3/17/2015 0:30,0,mm
3/17/2015 0:40,0,mm
3/17/2015 0:50,0,mm
3/17/2015 1:00,0,mm
3/17/2015 1:10,0,mm
3/17/2015 1:20,0,mm
3/17/2015 1:30,0,mm
3/17/2015 1:40,0,mm
3/17/2015 1:50,0,mm
3/17/2015 2:00,0,mm
3/17/2015 2:10,0,mm
3/17/2015 2:20,0,mm
3/17/2015 2:30,0,mm
3/17/2015 2:40,0,mm
3/17/2015 2:50,0,mm
3/17/2015 3:00,0,mm
3/17/2015 3:10,0,mm
3/17/2015 3:20,0,mm
3/17/2015 3:30,0,mm
3/17/2015 3:40,0,mm
3/17/2015 3:50,0,mm
3/17/2015 4:00,0,mm
3/17/2015 4:10,0,mm
3/17/2015 4:20,0,mm
3/17/2015 4:30,0,mm
3/17/2015 4:40,0,mm
3/17/2015 4:50,0,mm
3/17/2015 5:00,0,mm
3/17/2015 5:10,0,mm
3/17/2015 5:20,0,mm
3/17/2015 5:30,0,mm
3/17/2015 5:40,0,mm
3/17/2015 5:50,0,mm
3/17/2015 6:00,0,mm
3/17/2015 6:10,0,mm
3/17/2015 6:20,0,mm
3/17/2015 6:30,0,mm
3/17/2015 6:40,0,mm
3/17/2015 6:50,0,mm
3/17/2015 7:00,0,mm
3/17/2015 7:10,0,mm
3/17/2015 7:20,0,mm
3/17/2015 7:30,0,mm
3/17/2015 7:40,0,mm
3/17/2015 7:50,0,mm
3/17/2015 8:00,0,mm
3/17/2015 8:10,0,mm
3/17/2015 8:20,0,mm
3/17/2015 8:30,0,mm
3/17/2015 8:40,0,mm
3/17/2015 8:50,0,mm
3/17/2015 9:00,0,mm
3/17/2015 9:10,0,mm
3/17/2015 9:20,0,mm
3/17/2015 9:30,0,mm
3/17/2015 9:40,0,mm
3/17/2015 9:50,0,mm
3/17/2015 10:00,0,mm
3/17/2015 10:10,0,mm
3/17/2015 10:20,0,mm
3/17/2015 10:30,0,mm
3/17/2015 10:40,0,mm
3/17/2015 10:50,0,mm
3/17/2015 11:00,0,mm
3/17/2015 11:10,0,mm
3/17/2015 11:20,0,mm
3/17/2015 11:30,0,mm
3/17/2015 11:40,0,mm
3/17/2015 11:50,0,mm
3/17/2015 12:00,0,mm
3/17/2015 12:10,0,mm
3/17/2015 12:20,0,mm
3/17/2015 12:30,0,mm
3/17/2015 12:40,0,mm
3/17/2015 12:50,0,mm
3/17/2015 13:00,0,mm
3/17/2015 13:10,0,mm
3/17/2015 13:20,0,mm
3/17/2015 13:30,0,mm
3/17/2015 13:40,0,mm
3/17/2015 13:50,0,mm
3/17/2015 14:00,0,mm
3/17/2015 14:10,0,mm
3/17/2015 14:20,0,mm
3/17/2015 14:30,0,mm
3/17/2015 14:40,0,mm
3/17/2015 14:50,0,mm
3/17/2015 15:00,0,mm
3/17/2015 15:10,0,mm
3/17/2015 15:20,0,mm
3/17/2015 15:30,0,mm
3/17/2015 15:40,0,mm
3/17/2015 15:50,0,mm
3/17/2015 16:00,0,mm
3/17/2015 16:10,0,mm
3/17/2015 16:20,0,mm
3/17/2015 16:30,0,mm
3/17/2015 16:40,0,mm
3/17/2015 16:50,0,mm
3/17/2015 17:00,0,mm
3/17/2015 17:10,0,mm
3/17/2015 17:20,0,mm
3/17/2015 17:30,0,mm
3/17/2015 17:40,0,mm
3/17/2015 17:50,0,mm
3/17/2015 18:00,0,mm
3/17/2015 18:10,0,mm
3/17/2015 18:20,0,mm
3/17/2015 18:30,0,mm
3/17/2015 18:40,0,mm
3/17/2015 18:50,0,mm
3/17/2015 19:00,0,mm
3/17/2015 19:10,0,mm
3/17/2015 19:20,0,mm
3/17/2015 19:30,0,mm
3/17/2015 19:40,0,mm
3/17/2015 19:50,0,mm
3/17/2015 20:00,0,mm
3/17/2015 20:10,0,mm
3/17/2015 20:20,0,mm
3/17/2015 20:30,0,mm
3/17/2015 20:40,0,mm
3/17/2015 20:50,0,mm
3/17/2015 21:00,0,mm
3/17/2015 21:10,0,mm
3/17/2015 21:20,0,mm
3/17/2015 21:30,0,mm
3/17/2015 21:40,0,mm
3/17/2015 21:50,0,mm
3/17/2015 22:00,0,mm
3/17/2015 22:10,0,mm
3/17/2015 22:20,0,mm
3/17/2015 22:30,0,mm
3/17/2015 22:40,0,mm
3/17/2015 22:50,0,mm
3/17/2015 23:00,0,mm
3/17/2015 23:10,0,mm
3/17/2015 23:20,0,mm
3/17/2015 23:30,0,mm
3/17/2015 23:40,0,mm
3/17/2015 23:50,0,mm
3/18/2015 0:00,0,mm
3/18/2015 0:10,0,mm
3/18/2015 0:20,0,mm
3/18/2015 0:30,0,mm
3/18/2015 0:40,0,mm
3/18/2015 0:50,0,mm
3/18/2015 1:00,0,mm
3/18/2015 1:10,0,mm
3/18/2015 1:20,0,mm
3/18/2015 1:30,0,mm
3/18/2015 1:40,0,mm
3/18/2015 1:50,0,mm
3/18/2015 2:00,0,mm
3/18/2015 2:10,0,mm
3/18/2015 2:20,0,mm
3/18/2015 2:30,0,mm
3/18/2015 2:40,0,mm
3/18/2015 2:50,0,mm
3/18/2015 3:00,0,mm
3/18/2015 3:10,0,mm
3/18/2015 3:20,0,mm
3/18/2015 3:30,0,mm
3/18/2015 3:40,0,mm
3/18/2015 3:50,0,mm
3/18/2015 4:00,0,mm
3/18/2015 4:10,0,mm
3/18/2015 4:20,0,mm
3/18/2015 4:30,0,mm
3/18/2015 4:40,0,mm
3/18/2015 4:50,0,mm
3/18/2015 5:00,0,mm
3/18/2015 5:10,0,mm
3/18/2015 5:20,0,mm
3/18/2015 5:30,0,mm
3/18/2015 5:40,0,mm
3/18/2015 5:50,0,mm
3/18/2015 6:00,0,mm
3/18/2015 6:10,0,mm
3/18/2015 6:20,0,mm
3/18/2015 6:30,0,mm
3/18/2015 6:40,0,mm
3/18/2015 6:50,0,mm
3/18/2015 7:00,0,mm
3/18/2015 7:10,0,mm
3/18/2015 7:20,0,mm
3/18/2015 7:30,0,mm
3/18/2015 7:40,0,mm
3/18/2015 7:50,0,mm
3/18/2015 8:00,0,mm
3/18/2015 8:10,0,mm
3/18/2015 8:20,0,mm
3/18/2015 8:30,0,mm
3/18/2015 8:40,0,mm
3/18/2015 8:50,0,mm
3/18/2015 9:00,0,mm
3/18/2015 9:10,0,mm
3/18/2015 9:20,0,mm
3/18/2015 9:30,0,mm
3/18/2015 9:40,0,mm
3/18/2015 9:50,0,mm
3/18/2015 10:00,0,mm
3/18/2015 10:10,0,mm
3/18/2015 10:20,0,mm
3/18/2015 10:30,0,mm
3/18/2015 10:40,0,mm
3/18/2015 10:50,0,mm
3/18/2015 11:00,0,mm
3/18/2015 11:10,0,mm
3/18/2015 11:20,0,mm
3/18/2015 11:30,0,mm
3/18/2015 11:40,0,mm
3/18/2015 11:50,0,mm
3/18/2015 12:00,0,mm
3/18/2015 12:10,0,mm
3/18/2015 12:20,0,mm
3/18/2015 12:30,0,mm
3/18/2015 12:40,0,mm
3/18/2015 12:50,0,mm
3/18/2015 13:00,0,mm
3/18/2015 13:10,0,mm
3/18/2015 13:20,0,mm
3/18/2015 13:30,0,mm
3/18/2015 13:40,0,mm
3/18/2015 13:50,0,mm
3/18/2015 14:00,0,mm
3/18/2015 14:10,0,mm
3/18/2015 14:20,0,mm
3/18/2015 14:30,0,mm
3/18/2015 14:40,0,mm
3/18/2015 14:50,0,mm
3/18/2015 15:00,0,mm
3/18/2015 15:10,0,mm
3/18/2015 15:20,0,mm
3/18/2015 15:30,0,mm
3/18/2015 15:40,0,mm
3/18/2015 15:50,0,mm
3/18/2015 16:00,0,mm
3/18/2015 16:10,0,mm
3/18/2015 16:20,0,mm
3/18/2015 16:30,0,mm
3/18/2015 16:40,0,mm
3/18/2015 16:50,0,mm
3/18/2015 17:00,0,mm
3/18/2015 17:10,0,mm
3/18/2015 17:20,0,mm
3/18/2015 17:30,0,mm
3/18/2015 17:40,0,mm
3/18/2015 17:50,0,mm
3/18/2015 18:00,0,mm
3/18/2015 18:10,0,mm
3/18/2015 18:20,0,mm
3/18/2015 18:30,0,mm
3/18/2015 18:40,0,mm
3/18/2015 18:50,0,mm
3/18/2015 19:00,0,mm
3/18/2015 19:10,0,mm
3/18/2015 19:20,0,mm
3/18/2015 19:30,0,mm
3/18/2015 19:40,0,mm
3/18/2015 19:50,0,mm
3/18/2015 20:00,0,mm
3/18/2015 20:10,0,mm
3/18/2015 20:20,0,mm
3/18/2015 20:30,0,mm
3/18/2015 20:40,0,mm
3/18/2015 20:50,0,mm
3/18/2015 21:00,0,mm
3/18/2015 21:10,0,mm
3/18/2015 21:20,0,mm
3/18/2015 21:30,0,mm
3/18/2015 21:40,0,mm
3/18/2015 21:50,0,mm
3/18/2015 22:00,0,mm
3/18/2015 22:10,0,mm
3/18/2015 22:20,0,mm
3/18/2015 22:30,0,mm
3/18/2015 22:40,0,mm
3/18/2015 22:50,0,mm
3/18/2015 23:00,0,mm
3/18/2015 23:10,0,mm
3/18/2015 23:20,0,mm
3/18/2015 23:30,0,mm
3/18/2015 23:40,0,mm
3/18/2015 23:50,0,mm
3/19/2015 0:00,0,mm
3/19/2015 0:10,0,mm
3/19/2015 0:20,0,mm
3/19/2015 0:30,0,mm
3/19/2015 0:40,0,mm
3/19/2015 0:50,0,mm
3/19/2015 1:00,0,mm
3/19/2015 1:10,0,mm
3/19/2015 1:20,0,mm
3/19/2015 1:30,0,mm
3/19/2015 1:40,0,mm
3/19/2015 1:50,0,mm
3/19/2015 2:00,0,mm
3/19/2015 2:10,0,mm
3/19/2015 2:20,0,mm
3/19/2015 2:30,0,mm
3/19/2015 2:40,0,mm
3/19/2015 2:50,0,mm
3/19/2015 3:00,0,mm
3/19/2015 3:10,0,mm
3/19/2015 3:20,0,mm
3/19/2015 3:30,0,mm
3/19/2015 3:40,0,mm
3/19/2015 3:50,0,mm
3/19/2015 4:00,0,mm
3/19/2015 4:10,0,mm
3/19/2015 4:20,0,mm
3/19/2015 4:30,0,mm
3/19/2015 4:40,0,mm
3/19/2015 4:50,0,mm
3/19/2015 5:00,0,mm
3/19/2015 5:10,0,mm
3/19/2015 5:20,0,mm
3/19/2015 5:30,0,mm
3/19/2015 5:40,0,mm
3/19/2015 5:50,0,mm
3/19/2015 6:00,0,mm
3/19/2015 6:10,0,mm
3/19/2015 6:20,0,mm
3/19/2015 6:30,0,mm
3/19/2015 6:40,0,mm
3/19/2015 6:50,0,mm
3/19/2015 7:00,0,mm
3/19/2015 7:10,0,mm
3/19/2015 7:20,0,mm
3/19/2015 7:30,0,mm
3/19/2015 7:40,0,mm
3/19/2015 7:50,0,mm
3/19/2015 8:00,0,mm
3/19/2015 8:10,0,mm
3/19/2015 8:20,0,mm
3/19/2015 8:30,0,mm
3/19/2015 8:40,0,mm
3/19/2015 8:50,0,mm
3/19/2015 9:00,0,mm
3/19/2015 9:10,0,mm
3/19/2015 9:20,0,mm
3/19/2015 9:30,0,mm
3/19/2015 9:40,0,mm
3/19/2015 9:50,0,mm
3/19/2015 10:00,0,mm
3/19/2015 10:10,0,mm
3/19/2015 10:20,0,mm
3/19/2015 10:30,0,mm
3/19/2015 10:40,0,mm
3/19/2015 10:50,0,mm
3/19/2015 11:00,0,mm
3/19/2015 11:10,0,mm
3/19/2015 11:20,0,mm
3/19/2015 11:30,0,mm
3/19/2015 11:40,0,mm
3/19/2015 11:50,0,mm
3/19/2015 12:00,0,mm
3/19/2015 12:10,0,mm
3/19/2015 12:20,0,mm
3/19/2015 12:30,0,mm
3/19/2015 12:40,0,mm
3/19/2015 12:50,0,mm
3/19/2015 13:00,0,mm
3/19/2015 13:10,0,mm
3/19/2015 13:20,0,mm
3/19/2015 13:30,0,mm
3/19/2015 13:40,0,mm
3/19/2015 13:50,0,mm
3/19/2015 14:00,0,mm
3/19/2015 14:10,0,mm
3/19/2015 14:20,0,mm
3/19/2015 14:30,0,mm
3/19/2015 14:40,0,mm
3/19/2015 14:50,0,mm
3/19/2015 15:00,0,mm
3/19/2015 15:10,0,mm
3/19/2015 15:20,0,mm
3/19/2015 15:30,0,mm
3/19/2015 15:40,0,mm
3/19/2015 15:50,0,mm
3/19/2015 16:00,0,mm
3/19/2015 16:10,0,mm
3/19/2015 16:20,0,mm
3/19/2015 16:30,0,mm
3/19/2015 16:40,0,mm
3/19/2015 16:50,0,mm
3/19/2015 17:00,0,mm
3/19/2015 17:10,0,mm
3/19/2015 17:20,0,mm
3/19/2015 17:30,0,mm
3/19/2015 17:40,0,mm
3/19/2015 17:50,0,mm
3/19/2015 18:00,0,mm
3/19/2015 18:10,0,mm
3/19/2015 18:20,0,mm
3/19/2015 18:30,0,mm
3/19/2015 18:40,0,mm
3/19/2015 18:50,0,mm
3/19/2015 19:00,0,mm
3/19/2015 19:10,0,mm
3/19/2015 19:20,0,mm
3/19/2015 19:30,0,mm
3/19/2015 19:40,0,mm
3/19/2015 19:50,0,mm
3/19/2015 20:00,0,mm
3/19/2015 20:10,0,mm
3/19/2015 20:20,0,mm
3/19/2015 20:30,0,mm
3/19/2015 20:40,0,mm
3/19/2015 20:50,0,mm
3/19/2015 21:00,0,mm
3/19/2015 21:10,0,mm
3/19/2015 21:20,0,mm
3/19/2015 21:30,0,mm
3/19/2015 21:40,0,mm
3/19/2015 21:50,0,mm
3/19/2015 22:00,0,mm
3/19/2015 22:10,0,mm
3/19/2015 22:20,0,mm
3/19/2015 22:30,0,mm
3/19/2015 22:40,0,mm
3/19/2015 22:50,0,mm
3/19/2015 23:00,0,mm
3/19/2015 23:10,0,mm
3/19/2015 23:20,0,mm
3/19/2015 23:30,0,mm
3/19/2015 23:40,0,mm
3/19/2015 23:50,0,mm
3/20/2015 0:00,0,mm
3/20/2015 0:10,0,mm
3/20/2015 0:20,0,mm
3/20/2015 0:30,0,mm
3/20/2015 0:40,0,mm
3/20/2015 0:50,0,mm
3/20/2015 1:00,0,mm
3/20/2015 1:10,0,mm
3/20/2015 1:20,0,mm
3/20/2015 1:30,0,mm
3/20/2015 1:40,0,mm
3/20/2015 1:50,0,mm
3/20/2015 2:00,0,mm
3/20/2015 2:10,0,mm
3/20/2015 2:20,0,mm
3/20/2015 2:30,0,mm
3/20/2015 2:40,0,mm
3/20/2015 2:50,0,mm
3/20/2015 3:00,0,mm
3/20/2015 3:10,0,mm
3/20/2015 3:20,0,mm
3/20/2015 3:30,0,mm
3/20/2015 3:40,0,mm
3/20/2015 3:50,0,mm
3/20/2015 4:00,0,mm
3/20/2015 4:10,0,mm
3/20/2015 4:20,0,mm
3/20/2015 4:30,0,mm
3/20/2015 4:40,0,mm
3/20/2015 4:50,0,mm
3/20/2015 5:00,0,mm
3/20/2015 5:10,0,mm
3/20/2015 5:20,0,mm
3/20/2015 5:30,0,mm
3/20/2015 5:40,0,mm
3/20/2015 5:50,0,mm
3/20/2015 6:00,0,mm
3/20/2015 6:10,0,mm
3/20/2015 6:20,0,mm
3/20/2015 6:30,0,mm
3/20/2015 6:40,0,mm
3/20/2015 6:50,0,mm
3/20/2015 7:00,0,mm
3/20/2015 7:10,0,mm
3/20/2015 7:20,0,mm
3/20/2015 7:30,0,mm
3/20/2015 7:40,0,mm
3/20/2015 7:50,0,mm
3/20/2015 8:00,0,mm
3/20/2015 8:10,0,mm
3/20/2015 8:20,0,mm
3/20/2015 8:30,0,mm
3/20/2015 8:40,0,mm
3/20/2015 8:50,0,mm
3/20/2015 9:00,0,mm
3/20/2015 9:10,0,mm
3/20/2015 9:20,0,mm
3/20/2015 9:30,0,mm
3/20/2015 9:40,0,mm
3/20/2015 9:50,0,mm
3/20/2015 10:00,0,mm
3/20/2015 10:10,0,mm
3/20/2015 10:20,0,mm
3/20/2015 10:30,0,mm
3/20/2015 10:40,0,mm
3/20/2015 10:50,0,mm
3/20/2015 11:00,0,mm
3/20/2015 11:10,0,mm
3/20/2015 11:20,0,mm
3/20/2015 11:30,0,mm
3/20/2015 11:40,0,mm
3/20/2015 11:50,0,mm
3/20/2015 12:00,0,mm
3/20/2015 12:10,0,mm
3/20/2015 12:20,0,mm
3/20/2015 12:30,0,mm
3/20/2015 12:40,0,mm
3/20/2015 12:50,0,mm
3/20/2015 13:00,0,mm
3/20/2015 13:10,0,mm
3/20/2015 13:20,0,mm
3/20/2015 13:30,0,mm
3/20/2015 13:40,0,mm
3/20/2015 13:50,0,mm
3/20/2015 14:00,0,mm
3/20/2015 14:10,0,mm
3/20/2015 14:20,0,mm
3/20/2015 14:30,0,mm
3/20/2015 14:40,0,mm
3/20/2015 14:50,0,mm
3/20/2015 15:00,0,mm
3/20/2015 15:10,0,mm
3/20/2015 15:20,0,mm
3/20/2015 15:30,0,mm
3/20/2015 15:40,0,mm
3/20/2015 15:50,0,mm
3/20/2015 16:00,0,mm
3/20/2015 16:10,0,mm
3/20/2015 16:20,0,mm
3/20/2015 16:30,0,mm
3/20/2015 16:40,0,mm
3/20/2015 16:50,0,mm
3/20/2015 17:00,0,mm
3/20/2015 17:10,0,mm
3/20/2015 17:20,0,mm
3/20/2015 17:30,0,mm
3/20/2015 17:40,0,mm
3/20/2015 17:50,0,mm
3/20/2015 18:00,0,mm
3/20/2015 18:10,0,mm
3/20/2015 18:20,0,mm
3/20/2015 18:30,0,mm
3/20/2015 18:40,0,mm
3/20/2015 18:50,0,mm
3/20/2015 19:00,0,mm
3/20/2015 19:10,0,mm
3/20/2015 19:20,0,mm
3/20/2015 19:30,0,mm
3/20/2015 19:40,0,mm
3/20/2015 19:50,0,mm
3/20/2015 20:00,0,mm
3/20/2015 20:10,0,mm
3/20/2015 20:20,0,mm
3/20/2015 20:30,0,mm
3/20/2015 20:40,0,mm
3/20/2015 20:50,0,mm
3/20/2015 21:00,0,mm
3/20/2015 21:10,0,mm
3/20/2015 21:20,0,mm
3/20/2015 21:30,0,mm
3/20/2015 21:40,0,mm
3/20/2015 21:50,0,mm
3/20/2015 22:00,0,mm
3/20/2015 22:10,0,mm
3/20/2015 22:20,0,mm
3/20/2015 22:30,0,mm
3/20/2015 22:40,0,mm
3/20/2015 22:50,0,mm
3/20/2015 23:00,0,mm
3/20/2015 23:10,0,mm
3/20/2015 23:20,0,mm
3/20/2015 23:30,0,mm
3/20/2015 23:40,0,mm
3/20/2015 23:50,0,mm
3/21/2015 0:00,0,mm
3/21/2015 0:10,0,mm
3/21/2015 0:20,0,mm
3/21/2015 0:30,0,mm
3/21/2015 0:40,0,mm
3/21/2015 0:50,0,mm
3/21/2015 1:00,0,mm
3/21/2015 1:10,0,mm
3/21/2015 1:20,0,mm
3/21/2015 1:30,0,mm
3/21/2015 1:40,0,mm
3/21/2015 1:50,0,mm
3/21/2015 2:00,0,mm
3/21/2015 2:10,0,mm
3/21/2015 2:20,0,mm
3/21/2015 2:30,0,mm
3/21/2015 2:40,0,mm
3/21/2015 2:50,0,mm
3/21/2015 3:00,0,mm
3/21/2015 3:10,0,mm
3/21/2015 3:20,0,mm
3/21/2015 3:30,0,mm
3/21/2015 3:40,0,mm
3/21/2015 3:50,0,mm
3/21/2015 4:00,0,mm
3/21/2015 4:10,0,mm
3/21/2015 4:20,0,mm
3/21/2015 4:30,0,mm
3/21/2015 4:40,0,mm
3/21/2015 4:50,0,mm
3/21/2015 5:00,0,mm
3/21/2015 5:10,0,mm
3/21/2015 5:20,0,mm
3/21/2015 5:30,0,mm
3/21/2015 5:40,0,mm
3/21/2015 5:50,0,mm
3/21/2015 6:00,0,mm
